"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"trxC",870.934972980775,1.09997097874312,0.101026846988985,10.8879076357104,1.31629692492961e-27,2.35968918568201e-26
"fdhF",6001.38224391191,-1.90216414831142,0.174852273952657,-10.8786926547289,1.45636676661119e-27,2.59958342589526e-26
"pflB",154500.310386,-2.21909472221965,0.205574384643041,-10.7946071494894,3.65020214321101e-27,6.48768833915154e-26
"trkD",5355.24468440278,-0.966972790490856,0.0898746154021123,-10.7591313316277,5.36737122259763e-27,9.49910507012066e-26
"yedR",537.252222743091,1.22745261351753,0.114135996481497,10.7542988308383,5.65625434816642e-27,9.96794992967125e-26
"ygcO",110.761334635474,-2.39855617385936,0.223473591415264,-10.7330631716671,7.11962293374185e-27,1.24938868276086e-25
"ybcW",472.208477383271,-1.61495195399268,0.152305304636015,-10.6033861253366,2.87382625125274e-26,5.02195099956309e-25
"cyoB",23153.2034958583,2.20637896296657,0.208208837858962,10.5969515302763,3.07851949788606e-26,5.35713915971052e-25
"elbA",187.215628604234,1.74891499066493,0.165239918154922,10.5840949946805,3.53177106572901e-26,6.12026494265289e-25
"yhdH",2456.45125212849,-2.575047506293,0.243415130721925,-10.5788308995249,3.73590563019136e-26,6.44715000662485e-25
"manX",12999.7969195259,-1.79025076985812,0.169670434408709,-10.551341935895,5.00767005135941e-26,8.60615691884455e-25
"yhgG",1706.27726368232,-1.3182644361573,0.124987600064971,-10.5471617622231,5.23547661587294e-26,8.96063672650845e-25
"yciE",183.742269499847,-1.65760628083542,0.157516873661425,-10.5233569096754,6.74275589133512e-26,1.14930826852716e-24
"yigI",688.481388468592,1.49292663230565,0.141924320965286,10.5191740369208,7.04887850730023e-26,1.19658309028007e-24
"yfeK",269.698955377868,1.44124776377613,0.13748886729129,10.4826506477986,1.03793178019071e-25,1.75477978610292e-24
"crr",42255.1805893001,-0.761554471435653,0.0736754898226925,-10.336605474472,4.81284443851166e-25,8.10389474484615e-24
"citF",289.307310037615,-1.89404713266121,0.184451870767092,-10.2685167940249,9.76950649995693e-25,1.63836199731133e-23
"tqsA",320.297936279638,-1.3412795148317,0.130712201753263,-10.2613183531523,1.05259738406432e-24,1.7581335422986e-23
"yagF",9868.37330888881,-1.40215888838294,0.136884093523829,-10.2434026648892,1.26700342296978e-24,2.10778689445252e-23
"ptsH",26676.8655529071,-1.10962476038325,0.10867202364749,-10.2107674370972,1.77455666122665e-24,2.94039089802456e-23
"adiC",375.408684703055,-1.34061941977952,0.13131881266159,-10.2088908101409,1.80921147546269e-24,2.98591687557514e-23
"yieP",3786.49536067491,-0.992630870732818,0.0979431504630162,-10.1347655863657,3.87301384326558e-24,6.36674489096505e-23
"sdhD",159.063978583389,1.83980636576555,0.181671787913322,10.1270890042836,4.18935805510895e-24,6.85966147684965e-23
"ydhW",162.857091519717,-2.48796939232698,0.246175183903368,-10.1064995783799,5.16985022689938e-24,8.4319243504606e-23
"yfiQ",2698.43854590586,-0.862754652728107,0.0857052042091652,-10.0665375071336,7.76642155964682e-24,1.26174012760043e-22
"ylaC",1567.65171227693,1.50091174996639,0.14911410387779,10.0655250639236,7.8467503967085e-24,1.2698301517475e-22
"yegQ",5093.20554749467,1.01048000426952,0.100581802865197,10.0463500900237,9.53331668061236e-24,1.53678542925065e-22
"tsx",6987.59219422675,-0.907289092809248,0.0905504284641304,-10.0197106540324,1.24867966414095e-23,2.00511919813214e-22
"betI",1641.11586854798,1.10107965031534,0.110127679521418,9.99820985151333,1.55176759964531e-23,2.48223132574032e-22
"yddG",516.09008701658,-1.18534554599417,0.118836281894461,-9.97460983377858,1.96873686885766e-23,3.1371557998387e-22
"iscS",15311.4854641502,2.13164889988041,0.2143086561094,9.94662996156467,2.60867938306523e-23,4.12528424112863e-22
"yjjB",188.298103234999,-1.58301349540876,0.15914998187709,-9.9466771955482,2.60744191744422e-23,4.12528424112863e-22
"cytR",2824.65239715939,-0.806406086195349,0.0816980632600766,-9.870565519139,5.5848845114729e-23,8.79830859212719e-22
"ybcV",102.948359719398,-2.18101446508059,0.221622238250361,-9.84113544876644,7.48611254992025e-23,1.17489592811767e-21
"ydcR",688.245872608874,1.05698055802464,0.107428968102043,9.83887843938569,7.65595282718458e-23,1.1970341281301e-21
"rcsA",841.630209323182,0.90244467606924,0.0917262226617701,9.83845894752366,7.68793742620604e-23,1.19753302455397e-21
"yedF",191.264197800085,-1.44927556981697,0.147585695238507,-9.81989187688449,9.2442642762574e-23,1.43458563899084e-21
"hscB",2009.5471710812,1.95744117982149,0.199515454146423,9.81097523595811,1.00987783403115e-22,1.56136874042214e-21
"setB",609.300833700222,-1.00766421301587,0.102796317079682,-9.80253224670284,1.09797939984824e-22,1.69129493480328e-21
"ybiU",1049.31866465291,1.17543051313706,0.119965262341297,9.79809063221154,1.14733862092025e-22,1.76080491675547e-21
"ydjY",97.2256747038782,-2.3723712745401,0.244163771130483,-9.71631157053308,2.56919786700615e-22,3.92841688561712e-21
"glpD",5033.52897222471,0.944713948229175,0.0976193883600082,9.67752373888256,3.75705455693196e-22,5.72365930486448e-21
"yicM",1683.38380766912,1.16920292732459,0.121943956899185,9.58803500440128,8.97784949324366e-22,1.36273270227739e-20
"yhfZ",403.839506360113,-1.15742316693547,0.120753522341209,-9.58500542671528,9.24527840138399e-22,1.39822228623113e-20
"fadJ",769.336922123732,-1.01551028437026,0.106453941271699,-9.53943341353995,1.43614775772583e-21,2.16410816100787e-20
"gadE",398.108470687188,-1.53073076251925,0.161869029756425,-9.45660059137094,3.18117174448071e-21,4.77635136653259e-20
"yieI",377.89999575165,1.16167977821184,0.122897463574641,9.45243086734903,3.31051576037556e-21,4.95267447748272e-20
"ybaY",3043.53330568764,1.00792905103104,0.106997368943202,9.42012930772229,4.5053284363317e-21,6.71600751494751e-20
"appY",1123.06213354195,-1.79541552600743,0.190628651419892,-9.4183928419696,4.58045084468024e-21,6.80360537965183e-20
"bdm",127.413633834846,2.01378000661081,0.213835949289753,9.41740625605514,4.62368273099499e-21,6.84337952961144e-20
"ugpB",234.685687899384,1.31443112929475,0.139761074952081,9.40484415811357,5.21073664912373e-21,7.68491266798071e-20
"yfbB",648.334741133948,-1.43338902470739,0.154103231742056,-9.30148581897785,1.38496541269243e-20,2.03536083087909e-19
"katG",16929.8010438347,-1.37368216510653,0.148130753065258,-9.27344347261477,1.80231253147167e-20,2.63937247126432e-19
"yfiM",2485.66731312291,1.3961628534604,0.150806879660629,9.25795200193975,2.08390789180637e-20,3.04104313053428e-19
"hybC",2211.61219032197,-1.74749391968701,0.188906812677641,-9.2505606066681,2.2331828292235e-20,3.24748510025892e-19
"ybjN",3418.84016665558,-0.808544556832177,0.0874344286423851,-9.24743913109102,2.29935442966848e-20,3.33206100104223e-19
"suhB",13353.5607471066,1.31462669261859,0.14240646406267,9.23150996881748,2.66843274749522e-20,3.85347631834467e-19
"sodA",19476.9430833653,1.09055908277772,0.118277133020606,9.22037130023878,2.96073188917216e-20,4.26079028618236e-19
"cyoC",5433.37477612302,1.59124949599338,0.172794213055026,9.20892816871506,3.29397527019058e-20,4.72401487886986e-19
"ybiW",373.093501355985,-1.16474921097891,0.126545408209541,-9.20419972133838,3.44226612766351e-20,4.91971987111771e-19
"kefG",485.233408749025,1.06051630000847,0.11528570207348,9.19902712074843,3.61205140849147e-20,5.14469924928631e-19
"yghB",1771.03483243856,-0.845515638190345,0.09193666112732,-9.19671900004525,3.6904595911043e-20,5.23843735133201e-19
"puuA",444.590278643238,1.0651767422041,0.11594675417946,9.18677499635252,4.047953295028e-20,5.72633937211614e-19
"yhjA",505.612298835155,-0.975232606189214,0.107002927872255,-9.11407403125918,7.93451213433563e-20,1.11863172768481e-18
"ytfF",764.835135245896,1.31639602523495,0.145111031036319,9.0716468336957,1.17231540062928e-19,1.64718234838418e-18
"rraA",18868.1295580637,-1.11546785608586,0.123287356015268,-9.04770685444593,1.46002117136255e-19,2.04452122952756e-18
"proP",24386.2970433389,1.04962177593277,0.116029444774664,9.04616735839076,1.48074435425857e-19,2.06658247294006e-18
"yojI",2414.19094578457,1.67374186029961,0.185851101185444,9.00582159386583,2.14056959915598e-19,2.97746788056512e-18
"moaB",2665.47352672376,-1.18889295269744,0.132102927812194,-8.99974718491968,2.2623804932306e-19,3.13641349044869e-18
"ribB",5953.59171892392,0.780424391899804,0.0867378900654124,8.99750260596903,2.30910342797302e-19,3.19055187938199e-18
"cybB",1368.03649242975,0.968208499063023,0.108704661431948,8.90677995137448,5.25361898113831e-19,7.23503355713716e-18
"yjcB",5298.67797589888,1.21893292320562,0.137536931109233,8.86258631318108,7.81792421570148e-19,1.0730939542278e-17
"mdoC",540.0609112552,0.961506329601111,0.108568702948396,8.85620168141946,8.27870381659353e-19,1.13260293332936e-17
"cspD",1658.63262370865,-0.818558286423912,0.0926037305365978,-8.83936620782691,9.62631087128039e-19,1.31265006274279e-17
"yedE",512.433955592278,-1.35951147386048,0.153882723990458,-8.83472451361587,1.00345237088821e-18,1.36384261781833e-17
"yagG",243.951905891079,-1.33764887202932,0.15201019278841,-8.7997314357153,1.37143961511399e-18,1.85792096392804e-17
"ydjN",13793.6564178143,1.95465423884283,0.223327209069565,8.7524231686161,2.08819685494052e-18,2.81974374016156e-17
"citD",60.7610404302803,-2.44585556373169,0.279677496816487,-8.74527121978842,2.22480582143992e-18,2.99448783539437e-17
"fdoG",34621.9343169803,0.954829899922609,0.109419884428225,8.72629234541864,2.63157877762556e-18,3.53056004391765e-17
"htrG",3554.91477631471,1.02167343541327,0.117091450975845,8.72543150587513,2.65167561214554e-18,3.53471758683118e-17
"ygcN",1735.75209700703,-0.781931851483132,0.0896115440667666,-8.72579375376615,2.6432003097838e-18,3.53471758683118e-17
"yccJ",2116.6698501061,-1.55792246162481,0.1809816710651,-8.60817812354279,7.42308525026794e-18,9.86345417120267e-17
"yqhA",4133.73555139373,0.857173032730769,0.0996805613389588,8.59919949503488,8.02740423142613e-18,1.06324758593953e-16
"yeeF",12190.7566836952,1.24127515021146,0.144470250106767,8.59190836379206,8.55365970659468e-18,1.12935462602309e-16
"iscU",5034.64768737291,1.80774597570079,0.21126457112524,8.55678718903199,1.16056488226581e-17,1.52746498270364e-16
"ccmG",612.73570430403,-1.84152240262587,0.215978206938407,-8.52642694246942,1.50937429448139e-17,1.98028002862716e-16
"epd",31560.5382051228,-0.865767217802591,0.101653699405927,-8.51682942049536,1.63980754287408e-17,2.1446413744696e-16
"betB",2357.69912406663,0.930639249404426,0.109815091953426,8.47460246902238,2.35883630376349e-17,3.07536056029855e-16
"hybG",555.352239291497,-1.07434996420186,0.127137801598792,-8.45027954464852,2.90606159859855e-17,3.77697193392856e-16
"citC",224.014949801896,-1.7517109927173,0.207845734635851,-8.42793813299236,3.5180896495827e-17,4.55817285128175e-16
"focA",9217.558954853,-3.84626889275903,0.457600478919884,-8.40529909810786,4.2677253442186e-17,5.51225767285874e-16
"osmY",4590.26881143004,1.21533272977939,0.144749872935815,8.39608840498465,4.61598157121082e-17,5.94361218410706e-16
"yffS",701.700062762839,-1.03252358416941,0.123264091034108,-8.37651562192356,5.45176613146535e-17,6.99811584591494e-16
"osmB",875.615858705022,0.832508338040563,0.0994285415714428,8.37293120147375,5.62024206787482e-17,7.19218054162812e-16
"wrbA",2464.21506058633,-1.96396379327555,0.235021957156114,-8.35651194909835,6.45998925332486e-17,8.24144027747794e-16
"yfgB",6844.95533857036,0.90355301452477,0.108505068503316,8.32728854963265,8.27149625049187e-17,1.05202302464207e-15
"iscA",6381.14449773311,1.47198075825309,0.177167904645739,8.30839401299253,9.70059647465585e-17,1.23002380299066e-15
"malE",7405.50167544055,-1.22134197985359,0.147157296052479,-8.29956796310007,1.04490680504569e-16,1.3209019459529e-15
"yehD",568.728446664347,-1.53090558464617,0.184514295251208,-8.29694838853497,1.06819757369768e-16,1.34625263909353e-15
"betA",1407.52554769926,1.18109060397884,0.142530336538998,8.28659099991446,1.16540535578058e-16,1.46432654824515e-15
"fucO",625.060223696042,-1.01890570131738,0.123099476724723,-8.27709205942336,1.26219644444437e-16,1.58116717242293e-15
"yccM",434.67973116767,-1.49306030375251,0.180942896059981,-8.25155524899733,1.56346325475781e-16,1.95268578875008e-15
"ygaC",547.749344945822,0.937465639145244,0.11381455010814,8.23678201297217,1.7690438163088e-16,2.20283030899051e-15
"citE",203.513301993709,-1.62234788933933,0.197505327193695,-8.21419813020172,2.13586677281035e-16,2.65166265913978e-15
"yihN",236.937150759321,-1.12218135432418,0.137564654410871,-8.15748317858242,3.42077689814599e-16,4.2342294998182e-15
"galK",1255.54043879151,-0.948041153504293,0.11627955361319,-8.15311999440591,3.5465339921731e-16,4.37686494761066e-15
"ycbC",568.496462725963,-1.07214812423015,0.131704071317435,-8.14058452032239,3.93374113710595e-16,4.84036372462238e-15
"thiG",453.11333074758,1.07240853559826,0.132096790243095,8.11835422817415,4.72547847847949e-16,5.79742330147381e-15
"rmuC",1286.26621473968,-0.735069267392845,0.0906012105935148,-8.11323891344848,4.92880289080986e-16,6.02908565378771e-15
"glpK",2479.03322398628,-0.903635528810535,0.111387272859212,-8.11255635958232,4.95657697973357e-16,6.04527966531141e-15
"ydjO",253.559546383217,2.2233017232055,0.2747985864768,8.0906592414121,5.93426601799645e-16,7.21655332422433e-15
"hisP",267.843806267687,1.11456271711869,0.138410723154565,8.05257491411298,8.10700850623987e-16,9.83004325873225e-15
"chaA",2531.41259516233,0.820718692050242,0.102346747558431,8.01900120550175,1.06608460608797e-15,1.28890868509299e-14
"glpG",3731.53145555894,0.612505383077946,0.076467807104872,8.00997709059347,1.14729813631339e-15,1.38307621708041e-14
"ynfH",690.05642757732,-1.65102570256594,0.206647789039348,-7.98956383826379,1.35416990540599e-15,1.62774353658483e-14
"ebgR",1431.80277068245,-1.01639842324878,0.127244491416345,-7.98775972095417,1.37412943082816e-15,1.64697530340471e-14
"ydfI",220.232375090342,-1.31148637980884,0.164205537822916,-7.98685840439304,1.38420925075078e-15,1.65428915915877e-14
"hycF",100.525671894574,-1.51792562001466,0.190074514539178,-7.98595026637193,1.39443901146668e-15,1.66173978472491e-14
"ygfJ",233.78302050033,-1.25921924146028,0.158446274963444,-7.94729470131625,1.90628553066716e-15,2.26521186344135e-14
"puuD",277.573495787466,1.11621067650365,0.140658290065499,7.93561954993109,2.09447130891567e-15,2.48173965064965e-14
"tatB",7719.39905037582,-0.607032173817161,0.0766769323334575,-7.91675090987288,2.43797474820264e-15,2.88055027777693e-14
"csrC",47631.1618572013,-1.09243309351601,0.138327670048935,-7.89743001620389,2.84712769801219e-15,3.3544487524172e-14
"ubiA",2031.58924428754,0.709447906417908,0.0898525340379826,7.89569169098791,2.88709566229356e-15,3.39192962132173e-14
"thiF",423.41477523759,1.0880323621098,0.138135437568253,7.87656217161658,3.36511516268718e-15,3.94239829904676e-14
"yceI",438.254071670607,1.15660883274882,0.146984635238402,7.86890977327567,3.57745056012117e-15,4.17938676391684e-14
"yeeI",803.329096225907,-0.833075927960796,0.10596714541996,-7.86164357508377,3.79125538366498e-15,4.4167594231548e-14
"can",10871.5849056015,0.882236219858014,0.112380198613621,7.85045969611842,4.1451507062178e-15,4.81555357183235e-14
"phoH",280.548693392145,1.27669584100445,0.162690096437402,7.8474097007846,4.24718006913215e-15,4.92034036421187e-14
"uxaC",457.15320105056,-0.84384835494057,0.107775961924178,-7.82965273401343,4.89219347618493e-15,5.65184240762587e-14
"yncE",2050.31342313915,1.44761213823536,0.184904137227489,7.82898727925355,4.91815396312809e-15,5.66609482898884e-14
"ydcH",503.510881103086,-1.17891761611994,0.15065652608123,-7.82520111663997,5.06845981765367e-15,5.82312828221592e-14
"yeiT",132.742675919959,-1.59927604862309,0.204471617515441,-7.82150631983103,5.21949505191967e-15,5.98013220962367e-14
"manY",8674.12766744668,-1.32813804666094,0.170078401333075,-7.8089753681302,5.76547654269163e-15,6.58753212666332e-14
"ygjR",1479.28931070437,-0.792382073731811,0.101604872637067,-7.79866214253525,6.25669257490182e-15,7.12920121068949e-14
"tatA",11193.4724683295,-0.749857891518365,0.0964727906657694,-7.77273971597082,7.68064637026906e-15,8.72781646282761e-14
"thiH",796.659122862827,1.00322537205175,0.12909940729838,7.77095257868266,7.78980604735772e-15,8.82773933268685e-14
"fdoI",5809.93646163235,0.743894324875269,0.095780646742029,7.76664545687229,8.05920185962994e-15,9.10821210168503e-14
"yciX",352.932634059741,-1.0112329865907,0.130807330993594,-7.73070575562946,1.06951972765302e-14,1.20545597488046e-13
"rihC",983.017770462105,-0.681880819629028,0.0882556026076736,-7.72620433696682,1.10800722470756e-14,1.24546001285371e-13
"uspG",6513.04455228379,-0.655916929941132,0.0850328856799257,-7.71368541354793,1.22235557595971e-14,1.37029025348152e-13
"fepD",725.307745501407,2.18536969092703,0.283544971323769,7.70731246166818,1.28494927981463e-14,1.43658711149168e-13
"yjgK",1792.58559603216,-0.811737929610002,0.105336626981652,-7.70613178786707,1.29688703019837e-14,1.44604642321582e-13
"glk",2655.80850233533,-1.51985772203636,0.197970707462492,-7.67718488011319,1.62622651422017e-14,1.80841606220366e-13
"ypeC",1482.97869937463,1.02928516385622,0.134882388879178,7.63098260943621,2.32971108768441e-14,2.58380491031453e-13
"sseA",1972.17215682341,-0.73338951459867,0.0962369270784119,-7.62066637893705,2.52369441164666e-14,2.79150134522299e-13
"ytjA",2549.92470757946,1.10255746242504,0.14522126381051,7.59225910513828,3.14375577491698e-14,3.46813800209011e-13
"yqeB",533.928507981819,-1.01888557974926,0.134212390063798,-7.59159105403701,3.16000990744673e-14,3.4768468796484e-13
"moaA",7941.72251011062,-0.849979411600613,0.112117007036143,-7.58118178561977,3.42421413776378e-14,3.75760068574131e-13
"gntY",12486.565181057,0.822494218747954,0.10905454501178,7.54204438392836,4.62660215080952e-14,5.06369430137284e-13
"ycaM",262.472272399478,-1.13555730316039,0.151499195870527,-7.49546752796527,6.60624590252336e-14,7.21138496288573e-13
"yiiS",855.638481844397,-1.04824256909094,0.140638361796282,-7.45346117305711,9.09227650602377e-14,9.89915654150598e-13
"ybdF",883.016422249075,0.885306936375569,0.118907063207266,7.44536878210841,9.66739788592152e-14,1.04978349366965e-12
"uspA",14171.1116220104,-0.8562288818794,0.115090065111625,-7.43964199732572,1.00958527032378e-13,1.09345446335329e-12
"yjjV",1253.48512710991,-1.12569117951834,0.152003789712694,-7.40567838240108,1.30481714229877e-13,1.40954142722613e-12
"ydhX",119.942233992706,-1.76132641979741,0.238679953281327,-7.37944848565213,1.58946564857304e-13,1.71258746953763e-12
"rsxG",1219.40337882641,0.861829447679172,0.116834985045122,7.37646730854062,1.62544774538962e-13,1.74683131087221e-12
"yhbQ",815.475581835489,-0.778307561510278,0.10636960026729,-7.31701124714685,2.53554608807613e-13,2.71787014956408e-12
"cutC",1878.29648802482,0.66881022225751,0.0914221656798221,7.31562435963081,2.56187395627025e-13,2.73903182111259e-12
"cyoD",4724.48624573203,1.25073876818252,0.171888907492522,7.27643677784698,3.42752629219784e-13,3.65514919211559e-12
"ybiS",6223.36544734118,0.630494297130788,0.0866745613718964,7.27427156424262,3.48294708598394e-13,3.70475113314762e-12
"crp",21295.9534072669,-0.597927941563662,0.0823734127816698,-7.25874916884245,3.90686178307956e-13,4.14506075403773e-12
"ryeE",542.620649919479,0.922196125310575,0.127080484974088,7.25678789704504,3.96390528900953e-13,4.19488094071009e-12
"hisQ",247.399188868537,0.980139775469583,0.135142833486043,7.25262117262625,4.08782247378832e-13,4.31503900215371e-12
"yiiT",2114.5446057296,-0.740806104302293,0.102197360162746,-7.24877925537982,4.20544626276127e-13,4.42796228020864e-12
"acnB",18809.6378890012,1.09694516409285,0.15173532436152,7.22933284460049,4.85372512082232e-13,5.09763706502526e-12
"yfhJ",1962.91338722546,1.2752829211447,0.176559745058051,7.22295402457339,5.08702166135488e-13,5.32919977067379e-12
"fdoH",8831.27620768399,0.759872046474656,0.105251114845229,7.21961042970466,5.2136715776441e-13,5.44815580186478e-12
"ybdJ",694.839263490751,1.31704403262472,0.182632673542971,7.21143707242964,5.53644326979132e-13,5.77094425039150e-12
"cyoE",20721.8053255761,1.14145862118004,0.158629302349028,7.19576146573804,6.21131350511614e-13,6.45821321694451e-12
"kdgK",3978.84354060875,-0.584090638230564,0.0812984572360951,-7.18452302894671,6.74422141661342e-13,6.99481717498634e-12
"zur",1954.93045320565,-0.643918026573338,0.0897193558334808,-7.17702462965127,7.12448569768942e-13,7.37082985489809e-12
"kefB",907.007231239106,0.841381664839893,0.117928705929036,7.13466376325876,9.70240383186279e-13,1.00129770562574e-11
"yehC",24.4323914731906,-4.60108697950427,0.644923139681763,-7.13431833408035,9.7267985393598e-13,1.00133057240588e-11
"fdx",2808.94502911815,1.29298272867541,0.182225890090529,7.09549410368123,1.2889015020155e-12,1.32359045602036e-11
"tnaB",241.238070258928,-1.15662312601879,0.163023227183976,-7.09483639845692,1.29504593979957e-12,1.3266246462134e-11
"rsxA",1677.46633256451,0.818558801698192,0.116107398896379,7.05001412036384,1.78899635868744e-12,1.82811691788233e-11
"feoB",6978.06881649922,-1.32128516366858,0.1874821711964,-7.04752433384423,1.82128984350698e-12,1.85655501449645e-11
"yfbM",66.4193852697164,-1.67477248929892,0.238634474263002,-7.01814980618908,2.24825424425206e-12,2.28618322783479e-11
"glcC",681.873424975391,0.868849000565709,0.12388457925582,7.01337491546504,2.32636954177978e-12,2.35984656689319e-11
"ybdB",261.421392773625,-1.08567016050004,0.155118758702518,-6.99896111586417,2.57867409663208e-12,2.60941741311261e-11
"nth",1273.43482590485,0.848610140789651,0.121330160196609,6.99422253637944,2.66733893853152e-12,2.69258802071664e-11
"rsxE",965.059394604378,0.921332551519752,0.132083078661879,6.97540185202891,3.04997746752261e-12,3.07139377419528e-11
"clpA",18496.3044200301,-0.723678854535571,0.103899680498638,-6.96516920035246,3.28009287409277e-12,3.29514644042315e-11
"gcvH",4645.54291141462,-0.917313696233777,0.131801709183609,-6.95980121893481,3.40753196789902e-12,3.41492179626314e-11
"mhpR",79.5264880824611,1.55358453536507,0.224028880052036,6.93475115799449,4.06936826778299e-12,4.06839005425708e-11
"yehB",149.81807795016,-1.09335895115622,0.15783851454015,-6.92707324534591,4.29636169065903e-12,4.28502836245825e-11
"hisJ",871.893547075685,0.834940951135093,0.120872807934018,6.90759952884415,4.92923119771548e-12,4.90446711753557e-11
"lipA",23983.6826765269,0.603978381424805,0.0874703608833229,6.90494900587474,5.02214649272255e-12,4.9849898002943e-11
"gltD",5071.91757882178,0.53788024695937,0.0780770193447874,6.88909811713093,5.61472051443e-12,5.55991014750342e-11
"pspE",1418.7294833884,-0.93153462902571,0.136069122323472,-6.84603981505228,7.59223566573137e-12,7.50026321467382e-11
"yihL",291.521886129578,-1.07867204929998,0.157950507613421,-6.82917747842886,8.54028664918066e-12,8.41683700804321e-11
"putA",1165.78402709753,1.06193823706917,0.155927444037685,6.81046395407163,9.72844871667819e-12,9.56515796989707e-11
"yccA",7450.76423449912,0.546612528047275,0.080492834205496,6.79082223209818,1.11496243912728e-11,1.09366244913451e-10
"ycjG",1146.78186875583,-0.617747312145945,0.0909833717553329,-6.78967266466179,1.12388249917397e-11,1.0998181915446e-10
"yhfY",146.938524921282,-1.10284351928736,0.162447377077716,-6.78892783082455,1.12969931302134e-11,1.10291536217271e-10
"acnA",1472.53133257073,0.762372476684925,0.112848722859052,6.75570318715195,1.42144148319088e-11,1.38449066243346e-10
"aceE",64258.4651136439,1.68043524490881,0.249152322781514,6.74460998857477,1.53438618801548e-11,1.49100751307392e-10
"norW",241.707713954147,-0.914440543304253,0.137050831829778,-6.67227284282391,2.51871733280654e-11,2.44180545154835e-10
"eno",112152.077354336,-0.70753909620925,0.106068318990619,-6.67059780849198,2.54763517455444e-11,2.46409643976091e-10
"yebN",547.035463561285,-1.14675396689869,0.171942582396439,-6.66940062732498,2.56850224312722e-11,2.47851527358842e-10
"rpsR",48205.4192087259,0.944152770004502,0.141585390470538,6.6684335641322,2.58548039465384e-11,2.48912337068642e-10
"proB",5168.96321429695,-0.518977992448061,0.0778670654007291,-6.66492296553405,2.64804214032808e-11,2.53760535982131e-10
"ydiH",753.978531617901,-0.83724389199854,0.125618589996913,-6.6649680753391,2.64722892583119e-11,2.53760535982131e-10
"efeB",488.162654031333,1.65887119181082,0.248910991158056,6.66451563304995,2.65539638599709e-11,2.53880311939354e-10
"ydjZ",117.209444489768,-1.25201475099626,0.188926122904544,-6.62700706364915,3.42561247309773e-11,3.26768859532418e-10
"fepG",610.335832365611,1.39556166763799,0.211132947515975,6.60987157171383,3.84653577999843e-11,3.66081059702825e-10
"yhfA",3100.74147777428,-0.504265444778934,0.0765152475589173,-6.59039159993106,4.38667984685664e-11,4.16534280435543e-10
"melR",269.164124172002,-0.930652994227354,0.141426955867039,-6.58044987620535,4.69026933295405e-11,4.44346928377127e-10
"caiF",431.035815418143,-1.15216474981796,0.175114708417306,-6.57948587089731,4.72077764649008e-11,4.46220777994369e-10
"yeaJ",1410.80974788417,0.77242076954104,0.11747398474429,6.5752495858755,4.85716238690496e-11,4.58071164787704e-10
"rplI",106178.843845649,0.899147329919361,0.136914724126701,6.56720696517118,5.12677679379607e-11,4.82404178402666e-10
"efeO",595.50453406805,1.80202508672262,0.274814919820145,6.55723163757618,5.48158336995442e-11,5.14625400353057e-10
"fadD",2582.86898277628,0.643213247818446,0.0983513220446669,6.53995527916062,6.15372316909199e-11,5.76426456312018e-10
"aceK",1014.43361838885,0.789410325441003,0.120980591549464,6.52509890496149,6.79566763063675e-11,6.35127678108276e-10
"tdcE",1176.04941462232,-1.10544616342391,0.169486585041431,-6.52232247852351,6.92269747712253e-11,6.45549300613287e-10
"galT",1629.78888308053,-1.08895160254897,0.167485958521725,-6.50174863708183,7.93916807780301e-11,7.38680090281492e-10
"entA",422.05054395077,-0.801636658519429,0.123463877872554,-6.49288417254253,8.42084322243195e-11,7.81747476832466e-10
"rsxD",1356.2666141091,0.829113121336533,0.127925632795775,6.48121180420627,9.09888332792925e-11,8.4281193231309e-10
"tsgA",6984.45242188124,0.967648738446852,0.149686943516167,6.46448324561015,1.0164555799888e-10,9.3943083492743e-10
"uxaA",683.924245885408,-0.743377051581691,0.115323598104492,-6.44600986962037,1.14833187266601e-10,1.05896058944965e-09
"malX",290.20630964551,-0.91152199035327,0.141811109332242,-6.4277192008823,1.29532732154806e-10,1.19187308192885e-09
"zraR",1499.58876392624,-0.772806493996705,0.120256689388959,-6.42630774157716,1.30740592987055e-10,1.20033140448821e-09
"cycA",4496.08095735882,0.596704250589123,0.0930394660984861,6.41345308191566,1.42259911128765e-10,1.30321359115536e-09
"yfaE",2500.07101612446,0.610779567308302,0.0953994728847495,6.40233691905378,1.53016534925114e-10,1.39867201923857e-09
"yhiP",4257.31869045527,-0.606173461975427,0.0948588217192018,-6.39026978186387,1.65593339134475e-10,1.51031293302694e-09
"yicS",258.356768172604,0.840728051964313,0.131651904853571,6.38599230979155,1.70289558998945e-10,1.54974677434708e-09
"thiC",1465.63192972482,0.837142047261472,0.131192135371295,6.38103835182061,1.75891247039938e-10,1.59723077825131e-09
"pyrG",33689.7507931599,-0.66089578966595,0.103752800939855,-6.36990793192241,1.89141705170298e-10,1.7138134026215e-09
"ydiU",2115.7425090814,0.74975615682919,0.11782251198965,6.36343720879974,1.97288067710567e-10,1.78374146436575e-09
"trxB",6647.2482644067,0.668862087675939,0.105288159999463,6.352680944176,2.11594299943912e-10,1.90893859754171e-09
"bcsG",1330.86323236752,-0.539082228978017,0.0849317903130884,-6.34723731821467,2.19215835964992e-10,1.97341701683636e-09
"phoE",316.959860365045,0.96611146420271,0.152255166509883,6.34534437384757,2.21928442734193e-10,1.99352136788663e-09
