"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"yfeY",2398.26559262496,0.596089731387652,0.0939470403483311,6.34495487220786,2.22490655822249e-10,1.99426430509641e-09
"deaD",55019.7255073008,0.612418959555094,0.097060558327526,6.3096583216482,2.79652161780063e-10,2.50123299106082e-09
"hsrA",1587.59079123384,-0.582776049383657,0.0925871271719324,-6.2943528672345,3.0868490721703e-10,2.75497967621379e-09
"ydeE",354.974599529857,0.966334722968033,0.153538154008495,6.29377583186631,3.0983518134282e-10,2.75932445225865e-09
"garD",395.38021799816,-0.930505226654149,0.147952023646154,-6.28923622484254,3.190316908561e-10,2.8351555604071e-09
"yliG",3353.7572899578,0.918277386840539,0.146079363521517,6.28615407887699,3.25426973759054e-10,2.885822566874e-09
"bfd",244.949157499589,1.85491633883844,0.295299035166945,6.28148458998446,3.35355046314659e-10,2.96753539919717e-09
"ubiC",1345.54019592346,0.602841860844187,0.0962069326820933,6.26609584193086,3.70212525400003e-10,3.26903162025183e-09
"deoC",1742.13522544006,-0.771612014656021,0.123194893878033,-6.26334412382338,3.7680780250057e-10,3.32021959872854e-09
"ybaN",916.952957074677,0.950103134066498,0.152140889808682,6.24489008353545,4.24098244329582e-10,3.72901606377745e-09
"pheL",575.315882185949,-0.889628134571978,0.142976070173185,-6.22221700102951,4.90178418225059e-10,4.30095367383549e-09
"hycG",161.178604245832,-1.25386703736555,0.201905583163642,-6.21016525506037,5.29289104791401e-10,4.63434397226829e-09
"galE",3545.49433567381,-1.00996809412583,0.162665349636977,-6.20887052085639,5.33667692946419e-10,4.66286540958856e-09
"mtlD",2835.98034621699,-0.50316753815041,0.0810590782947395,-6.20741746311053,5.3862380711851e-10,4.69630275431003e-09
"mscS",14042.0003687677,0.561027075691408,0.0906049184030708,6.1920156828086,5.93996401612307e-10,5.16826576214557e-09
"rsxC",4069.03186193246,0.701538760638562,0.113371661313935,6.18795519539883,6.09496451917507e-10,5.29205791967622e-09
"ucpA",5957.77640616287,-0.696140173231794,0.112568541494867,-6.18414491284441,6.24399902066059e-10,5.41016498477654e-09
"mrdA",12789.6601107188,0.546810275221835,0.0884324958182962,6.18336359459283,6.27499568105821e-10,5.42571871881935e-09
"uidR",1013.32995240648,-0.664164861043234,0.107482176520881,-6.17930230426813,6.43855036132311e-10,5.55558733459394e-09
"yejG",2017.06252697459,0.885025284396231,0.143408236724914,6.17136996178184,6.7700799766192e-10,5.82955747883214e-09
"fecR",427.661618502972,1.23993630206489,0.201308400778953,6.15938677803319,7.30271695765635e-10,6.27520657580429e-09
"yeiQ",371.303247435703,-0.69400926832224,0.112755014922066,-6.15501908098657,7.5068456903626e-10,6.42406815354281e-09
"yjhX",199.653557867102,-0.868891780157536,0.141167987615548,-6.15501995058432,7.50680450007749e-10,6.42406815354281e-09
"ilvC",2606.56174871372,-0.534119300063935,0.0869279825788477,-6.14438854116354,8.02721326213751e-10,6.85527309183365e-09
"cybC",909.613623756034,-0.665309117407325,0.108287587458089,-6.1439093161515,8.05148206910972e-10,6.86190859127609e-09
"rpsF",91924.0877406494,0.846241790220559,0.137886115941546,6.1372516329295,8.3961338738944e-10,7.14100629479076e-09
"lsrR",121.6947281238,-1.16246742500037,0.189648852071285,-6.12957796635343,8.81124879967427e-10,7.47877219547863e-09
"cbrC",540.172320087588,0.7967354256908,0.130124440952171,6.1228729965007,9.19029484941162e-10,7.78461024006170e-09
"hlyE",110.150437565317,-1.5621773989779,0.25558288385821,-6.11221446207857,9.82580131911144e-10,8.30599749719197e-09
"fecI",466.457751202037,1.51550687345386,0.24827854518528,6.10405894042477,1.03408124026169e-09,8.72361841429689e-09
"dnaG",19644.8101690761,0.583518928362691,0.095719769466162,6.09611715131608,1.08675783001516e-09,9.14944496970256e-09
"ybiV",1343.10449123104,0.663111976985027,0.109187566893541,6.07314546748319,1.25428735748442e-09,1.05385477167226e-08
"ypfG",1413.45373171286,0.659756334520981,0.108689515205651,6.07010099615093,1.27829833850882e-09,1.07186346569721e-08
"yqeK",49.4959220974969,-1.73508548584107,0.286101117230947,-6.06458829183975,1.32292090116721e-09,1.10704789294858e-08
"ansP",703.675475861822,1.11287050307148,0.183593923607838,6.06158679547915,1.3478511923671e-09,1.12564520262144e-08
"ascG",787.013682840203,-0.997820324115544,0.165261677753398,-6.0378203687638,1.56209815308899e-09,1.30195715805553e-08
"citG",154.816859823843,-0.943979876076728,0.15673379351523,-6.02282286994477,1.71400992709739e-09,1.42571345735961e-08
"feaB",295.047983400754,0.799851850431095,0.132929510988724,6.01711271245812,1.77555457297662e-09,1.47102220498202e-08
"rarD",966.37712321501,0.781686972199054,0.129909666114823,6.01715788806775,1.77505931776543e-09,1.47102220498202e-08
"rumB",1471.47587102149,0.647409974636951,0.107860304353957,6.00230064725569,1.94541046035657e-09,1.6085411738813e-08
"yfeT",303.03634659219,0.820663868434252,0.136856602020937,5.99652377974941,2.01586102617555e-09,1.66348531902066e-08
"ydiE",218.597097483176,0.85003032811848,0.141991972766665,5.98646748513969,2.14447434063661e-09,1.76611263023914e-08
"pgk",27468.687593054,-1.11713481222443,0.186681144952878,-5.98418663280869,2.17473841165299e-09,1.78749744151478e-08
"ybiP",1081.20000749409,0.634005022758695,0.106063506656993,5.97759816492827,2.26451473305044e-09,1.85761672085933e-08
"yegU",326.22001396289,-0.751913088343376,0.126197434267741,-5.95822801554042,2.54987584737019e-09,2.08758536401824e-08
"gapA",252976.358381349,-0.863096431395394,0.144988093930845,-5.95287797773977,2.63467736764657e-09,2.15277468998862e-08
"mak",861.090235046476,-0.963967787099699,0.162117860356705,-5.9460924600084,2.74619066945438e-09,2.23949156750211e-08
"yfeC",516.91907101492,-0.863885063674812,0.145372548026458,-5.94255982579039,2.80605192765102e-09,2.28382973915863e-08
"mrdB",4990.39490053768,0.501785026342698,0.084674633952404,5.92603714856038,3.10332412256739e-09,2.52084473159332e-08
"ynjB",409.533293648555,-0.749278764550171,0.126463357972373,-5.92486848810276,3.12547415718153e-09,2.53388830793723e-08
"rluB",5002.17949565554,0.685085434579525,0.116037149442525,5.90401813445837,3.54753141646301e-09,2.87046365001355e-08
"mgsA",3135.16627416365,-0.706857589229749,0.119944819512889,-5.89318981928844,3.78810827509523e-09,3.05917326526622e-08
"glpR",2429.181533372,0.472847024373031,0.0803414122201119,5.88547065960913,3.96922800159408e-09,3.19922853849414e-08
"yfeS",1015.70569420748,1.37873971409745,0.235476960694989,5.85509389125892,4.76740604667006e-09,3.83513380040634e-08
"csiE",857.639596831452,-0.625750204391701,0.106909031002866,-5.85310893309775,4.82467886352207e-09,3.87371416860778e-08
"dbpA",1265.08888270016,0.549259085366087,0.094070016058946,5.838832694808,5.25678243713598e-09,4.21251602236003e-08
"avtA",4928.07168334616,0.518495952053251,0.0889429679994984,5.82953283115283,5.55827610698222e-09,4.44278602360558e-08
"yeeN",6824.75860280085,-0.447735526135308,0.076807556957643,-5.8293160708421,5.56550016421858e-09,4.44278602360558e-08
"ylaB",920.013592769416,0.550946122497144,0.0947122775118616,5.8170507242648,5.98949711087731e-09,4.77209166362811e-08
"pdxK",1837.82971204615,-0.508358060161688,0.0874925458441534,-5.81030138347105,6.23604763734866e-09,4.95902908675585e-08
"ybiN",1579.61507001834,0.578346521773938,0.0995676036202405,5.80858131305241,6.30044285454226e-09,5.00067592214527e-08
"yeaD",2514.1039469649,-1.41129733597419,0.243008996531554,-5.80759295383096,6.33773671368911e-09,5.02069466518724e-08
"ybiY",82.5187011569282,-1.21255089842961,0.209117547768853,-5.79841773857208,6.69435266126814e-09,5.29312028863387e-08
"secB",9920.83963590244,-0.474335065069683,0.0818206818554941,-5.79725143219192,6.74105878140386e-09,5.31993614266767e-08
"trpC",538.766871891999,0.833777338751766,0.144517372335712,5.76939177121842,7.95581534748973e-09,6.26671136935792e-08
"rsd",2284.2665193147,0.850592055536924,0.14785539427468,5.75286454518343,8.77437893096027e-09,6.89842003286649e-08
"wza",203.618899148165,0.936456561637402,0.162857794250539,5.75014887034985,8.91649016897689e-09,6.99692124769337e-08
"aroH",1859.19820900302,0.467335620676933,0.0813842861134344,5.74233237145504,9.33813026677448e-09,7.31398941233806e-08
"yecJ",1421.49521270131,0.694625431394251,0.121039017895515,5.73885548207168,9.53185132929266e-09,7.45168602979853e-08
"ftn",3039.52538052892,-0.849136050114151,0.148192957573013,-5.72993524132743,1.00468982693782e-08,7.82491571204942e-08
"yfbT",3423.38203175716,-0.546938828206113,0.0954507447714142,-5.73006349521865,1.00393048297218e-08,7.82491571204942e-08
"htpX",8874.47535870748,0.570448641743135,0.0996534182321681,5.72432588728797,1.03845245121263e-08,8.0727546627913e-08
"yegV",420.083341436224,-0.619410072011344,0.10833321127728,-5.71763787584916,1.0801502469514e-08,8.38124044229637e-08
"tatE",10125.3264985033,-0.491989577025294,0.0860620994021881,-5.71668109937817,1.08624695407142e-08,8.41285117687713e-08
"rsxB",1756.88450335234,0.767707767896359,0.134423803744282,5.71109986856787,1.12248347820817e-08,8.67733975068363e-08
"yfeA",1581.24298345214,0.63681124918637,0.111645157554734,5.70388598246342,1.17106425451284e-08,9.03609691005365e-08
"grxA",549.573779584108,0.706368398300129,0.124252337176126,5.68495059613132,1.30850480616184e-08,1.00779101644946e-07
"atoC",194.037268067214,-0.903550939895357,0.159293047978584,-5.67225595442706,1.40929203058215e-08,1.08340952961019e-07
"manZ",13059.5072132426,-0.967230410006517,0.170617627366046,-5.66899461057094,1.43637884314124e-08,1.1021954997462e-07
"edd",2071.56635224538,-0.709244656821941,0.125567201898321,-5.64832731875524,1.62016479757863e-08,1.24093285324669e-07
"nudE",7198.78736051098,0.840832919206581,0.149050278085658,5.64127038208785,1.68800041988723e-08,1.29051355630717e-07
"ydbK",3295.85370556368,-0.79802934446015,0.141704087068922,-5.63166074435103,1.78482513510945e-08,1.36203444714132e-07
"tnaC",22.7592725317705,-3.01603470957346,0.53573896097581,-5.62967215242283,1.80552482954337e-08,1.37530728316316e-07
"yihV",185.81375049477,-0.919441290633411,0.164000418468204,-5.60633502780769,2.06655762682321e-08,1.5712638336303e-07
"argO",456.367894347717,0.686881119817649,0.122871746872313,5.59022832589374,2.26771225723243e-08,1.72106118208571e-07
"mdh",10248.1204547982,0.456581739117156,0.0817199323213302,5.58715268291994,2.30822775279064e-08,1.74861916645833e-07
"ung",1791.5161593791,-0.454372197542631,0.0814340186996861,-5.57963618642318,2.41022173912043e-08,1.82256585690943e-07
"yhfK",4259.32403994422,-0.484326937513539,0.0872691335634746,-5.54980802188516,2.85983464605311e-08,2.15863018020597e-07
"yrfF",5182.30137885837,0.523727637138092,0.0945876223103922,5.53695741943342,3.07771337950513e-08,2.31887861329019e-07
"narP",1744.98541525842,-0.916775928973787,0.165611878984777,-5.53568943600993,3.10006459295057e-08,2.33149523364944e-07
"ylbG",319.099809735108,-0.694383299093451,0.125767741608308,-5.52115582432928,3.36776947576008e-08,2.52825870932963e-07
"pstA",1536.67642914135,0.492617737661451,0.0893354472961598,5.51424717255126,3.50276039924198e-08,2.62486135143196e-07
"ytfK",5989.7777750132,0.682048439112372,0.123815887268722,5.50856965255272,3.61761098364947e-08,2.7060510937047e-07
"yeeX",11084.8733433028,-0.564414060025546,0.1030995380485,-5.47445770086801,4.3885344748566e-08,3.27682493373943e-07
"hybD",1550.17448957426,-0.746097607882057,0.136372614901922,-5.47102223139626,4.47447159341696e-08,3.33500490269196e-07
"metW",11030.4421254017,1.08683118967381,0.198888743725819,5.46451834987743,4.64165367062713e-08,3.45342354492634e-07
"rpoE",9112.87362458858,0.621758616025702,0.113842721787735,5.46155789550604,4.71974272672152e-08,3.50525178579193e-07
"fumC",335.916864017766,0.948549879029157,0.173718790568149,5.46026066568226,4.75436016019619e-08,3.52466736296898e-07
"ydgK",4797.35795331743,0.474709794620253,0.0870157614439465,5.45544607945596,4.88500540371163e-08,3.61507784235528e-07
"sixA",4978.63138733946,0.859906249135623,0.157925498753566,5.44501208432121,5.18018687199285e-08,3.82671353474569e-07
"thiE",373.458120560642,0.980253064629084,0.180275035531901,5.43754192995635,5.40206401878035e-08,3.98354330746586e-07
"phoB",722.16144206583,0.516997988332601,0.0951455376106114,5.43375970451127,5.51788770417658e-08,4.06175132064963e-07
"rseA",9925.70211046421,0.544509655336518,0.100383731230251,5.42428188973741,5.81879924490789e-08,4.27568658296323e-07
"glpF",774.068713917212,-0.553079922777319,0.101977683245243,-5.42353880943966,5.84305216768921e-08,4.28593544363658e-07
"trg",233.452372104961,0.759345700730662,0.140056450799078,5.42171171979791,5.90310263335919e-08,4.32235983312339e-07
"yagU",1259.31024891737,-0.64231357015648,0.118635064757284,-5.41419664978977,6.15644775528882e-08,4.49994133818035e-07
"deoA",1972.8268346529,-0.828213191289486,0.153051320182103,-5.41134300771834,6.25538210358294e-08,4.56423406470201e-07
"fepB",794.912799040066,1.20019639015755,0.221853478693834,5.40986058557082,6.30738312783565e-08,4.5941167125514e-07
"ynjC",363.144593327277,-0.754248448985204,0.139842115678269,-5.39357149544623,6.90708243414963e-08,5.02212514748746e-07
"sscR",1959.98293551569,0.526000551124294,0.0976476195506872,5.38672169935751,7.17544071276033e-08,5.20814274421819e-07
"ccmH",1553.87202281432,-1.07847987713377,0.200243985335283,-5.38582906911281,7.21114697978711e-08,5.22494081688756e-07
"yiaD",2928.17447907768,0.508199117372842,0.0943992984192558,5.38350523661496,7.30491213226437e-08,5.28367470575435e-07
"ydhA",320.510563068789,0.951024545410457,0.176800386553541,5.37908634675103,7.4864798059625e-08,5.4056023460066e-07
"yhbE",9889.81755290234,0.532740896248588,0.0991273422311477,5.37430828122405,7.68772312116224e-08,5.54128950795733e-07
"ycaD",2306.25940067829,0.531225062995588,0.0989443056460108,5.36893012212477,7.92050984304724e-08,5.69920422789507e-07
"yadI",456.568115265367,-0.627208048572228,0.117143131702924,-5.35420249957834,8.59345800394679e-08,6.17274470438941e-07
"rpmH",21445.4590648935,0.594175040701654,0.111271636359205,5.33986072410717,9.30180136461743e-08,6.67003308197308e-07
"yeiA",163.423941875387,-1.39449054664451,0.261531234520938,-5.33202295778889,9.7124655973979e-08,6.95252055414421e-07
"alx",1119.66987659633,0.589121000873469,0.110750525497532,5.31935174327092,1.04137632515675e-07,7.44172532014935e-07
"yeiU",1383.78339728364,0.52967743744088,0.0996757580492919,5.31400460660598,1.07241905349541e-07,7.65041311061302e-07
"pyrD",4080.85062043444,-0.664151892022003,0.125386401538112,-5.29684147463256,1.17822897063264e-07,8.39084638503618e-07
"pheP",7101.76042399048,0.504615925008062,0.0954664966892993,5.28579074866821,1.25162902631507e-07,8.89833353922113e-07
"mtlA",2335.87856452157,-0.527413332040045,0.0999332671578746,-5.27765524974619,1.30847336434615e-07,9.28658826333729e-07
"uidA",159.188873587205,-0.881597861291037,0.167210465231174,-5.27238447708522,1.34662600745038e-07,9.54108614137331e-07
"fdhE",6012.64369693232,0.485848189688379,0.0924140713386095,5.25729667193439,1.46188381040058e-07,1.0340093141932e-06
"ycfJ",1210.56640468137,0.622238025366582,0.118595293630124,5.24673455683009,1.54818707343429e-07,1.09319355490887e-06
"rplJ",199444.807336527,0.574401215501765,0.109608998931839,5.24045672435126,1.60179650206212e-07,1.12913078848752e-06
"yjfO",573.989279858241,-0.6242908239218,0.119255298071019,-5.23491059952757,1.65064739018045e-07,1.1615977150187e-06
"yfeD",907.237101547333,-0.550682861875818,0.10554387955779,-5.21757267387819,1.81283104534326e-07,1.27357505364571e-06
"mntH",1325.88935430494,0.639814625168803,0.122637933203346,5.21710215148461,1.81744040053467e-07,1.274660139262e-06
"pmrD",445.942180077929,-0.716108744724276,0.137405938010534,-5.2116288065322,1.87189804602436e-07,1.31064376656823e-06
"srlA",46.5716780480356,-1.46406124959066,0.281107729148456,-5.20818568036411,1.90696047991642e-07,1.3329493505836e-06
"yiaY",128.580178035286,-0.834925373996218,0.160347496785849,-5.20697479369634,1.91944154629124e-07,1.3394223810445e-06
"ivy",4386.08674538768,0.43983512692336,0.0845733602846602,5.20063440122216,1.98609437643386e-07,1.38361248100309e-06
"yggM",205.145416185799,-0.727020822325783,0.14023220824188,-5.18440685945541,2.16703407186294e-07,1.50713958275551e-06
"yegD",4934.0496846638,0.796760164332238,0.154051710036267,5.17203063922281,2.3156360196096e-07,1.60780136987585e-06
"pqiA",1559.33378684327,0.475202767551346,0.0921279917746474,5.15807148726015,2.49506363543843e-07,1.72949494329807e-06
"ygiQ",7787.96353022834,0.652417380666141,0.126631147363018,5.15210826287337,2.57574258723016e-07,1.78244815645428e-06
"hisI",1373.49248418281,0.476381827875453,0.0925551341592472,5.14700596787864,2.64676909621226e-07,1.82855692211741e-06
"malI",308.75131141896,-0.657507528789908,0.127783764831008,-5.1454700028556,2.66851842649241e-07,1.84052539565206e-06
"yehW",522.656612233989,0.684538251318355,0.133246627072464,5.13737770597437,2.78598651121222e-07,1.91836389075027e-06
"aceB",3642.98139734182,0.647675413192921,0.126301636470836,5.12800491973414,2.92828792208527e-07,2.01301644098391e-06
"rhsD",959.678430305096,-0.676308909358526,0.132271547351735,-5.11303392830274,3.17025329869047e-07,2.17575634806166e-06
"metV",4248.98253637633,1.18415445304089,0.231641818223867,5.11200638175133,3.18755056043508e-07,2.18402352238048e-06
"glnL",1096.13978324247,-0.650435388960899,0.127257083144426,-5.11119202868031,3.20132370315863e-07,2.18985284234157e-06
"yibF",1299.85299372084,0.640914962717116,0.125565047527582,5.1042465665163,3.32115022366273e-07,2.26808929067542e-06
"lldP",1453.9517611707,0.630483432171932,0.123641888487591,5.09927048093584,3.40965032144131e-07,2.32471076834006e-06
"putP",1134.44095828905,0.628446347529489,0.123431173352016,5.09147187426639,3.55294582009323e-07,2.41844544447918e-06
"queC",2308.67946346487,-0.550734906720657,0.108212106915804,-5.08940193863116,3.59194545595819e-07,2.44099692015198e-06
"ydfG",7812.19351433865,-0.475255252924216,0.0934161030708606,-5.08750886946881,3.62797424171033e-07,2.46145919596627e-06
"yeaT",415.338340212601,-0.749943376176197,0.147498027305498,-5.08442987256306,3.68731971006556e-07,2.49764864400044e-06
"ybaE",379.948684660381,-0.605863097808441,0.119331949813877,-5.07712392828084,3.83190951927377e-07,2.5913677545788e-06
"yjbF",99.8242674624513,0.933215932330056,0.183861410877527,5.0756487066864,3.86176193406949e-07,2.60731621490179e-06
"tyrR",3793.41004890413,-0.554245967286597,0.109271056129546,-5.0722120469808,3.93217872376804e-07,2.65055612838756e-06
"aroP",1427.82678227087,0.422614433333141,0.0833451953149105,5.07065142431234,3.96456328390636e-07,2.66806127795576e-06
"eda",6567.46425764325,-0.441966014150129,0.0872466306055772,-5.06570868218579,4.06883760872853e-07,2.73381189252051e-06
"hybF",478.082382540221,-0.878780969789365,0.173518637055879,-5.06447598194519,4.09525262836316e-07,2.74712188409071e-06
"barA",2307.13838885975,-0.397544901072043,0.0786232216172352,-5.05632932478178,4.27403021806297e-07,2.86243022172688e-06
"yidD",5052.02695740762,0.621084884547087,0.12301399126923,5.04889629333116,4.44369870271437e-07,2.97127699430693e-06
"hdeA",5355.99014333923,-0.39897489613335,0.0791175325316619,-5.04281267838687,4.58738283363252e-07,3.06242780177811e-06
"ydhF",1260.717282571,-0.507876198904222,0.100872407685859,-5.03483767816736,4.7825391809343e-07,3.18759302139515e-06
"yohN",2205.46475132893,0.674776887707957,0.134391498060563,5.02097898636319,5.14087840674683e-07,3.42094612698561e-06
"yeiB",1047.91788848648,0.496723256350667,0.0991098575367369,5.01184512515869,5.3910587067625e-07,3.58169539319892e-06
"proA",5384.38279940434,-0.546311954163967,0.109013865617566,-5.01139878921912,5.40358016454068e-07,3.58428866097682e-06
"ugd",1667.18648627319,0.554512761972471,0.110696869120266,5.00929038354303,5.46310921187111e-07,3.61800497009108e-06
"yfbU",2177.56787409125,-0.617390157678434,0.123404491322572,-5.00297964086749,5.64509047152672e-07,3.73258048824796e-06
"potG",122.19928261297,0.859964416108735,0.17206007758861,4.99804735741712,5.79137639091001e-07,3.8232276840944e-06
"agp",775.864624804746,-0.867959114694704,0.173716675779221,-4.99640642328321,5.84084975198324e-07,3.84977719786027e-06
"folE",3775.22039865177,0.615388534021477,0.123652746565,4.97674779668554,6.46614828088507e-07,4.25517574370269e-06
"fumA",1287.18586796448,0.685290767402136,0.13810471963196,4.96210968914308,6.97315946292676e-07,4.58157507208727e-06
"rhlE",5178.41944353305,0.520952817774778,0.105194786107605,4.95226842556521,7.33533241515588e-07,4.81193178464248e-06
"qor",1200.39437292161,-0.547927978443442,0.110668370655839,-4.95108019749753,7.38026798204723e-07,4.83378496650936e-06
"ivbL",819.834958067197,-0.889121486330193,0.180259612210346,-4.93244978965489,8.12046577531647e-07,5.31022282382724e-06
"metZ",2390.8851397268,1.14352534424471,0.232050319185497,4.92791972128509,8.31097495818765e-07,5.42627077725313e-06
"pheA",2846.53371671487,0.587198077734554,0.119178494127498,4.92704730021478,8.34815511014771e-07,5.44200268073735e-06
"glnP",835.889252460837,-0.746654147653082,0.15171899546385,-4.92129640965746,8.59728062063731e-07,5.59563225371371e-06
"yggG",3370.01267938778,0.379787163807156,0.0771947028718645,4.9198604266612,8.66059483994574e-07,5.62803342802099e-06
"pyrE",1459.59617566739,-0.563684829239737,0.114638021005873,-4.91708443929663,8.78426681509388e-07,5.69949542651723e-06
"folX",1457.90084993386,0.444476076200231,0.0904507594626064,4.91401154441366,8.92314920473914e-07,5.78058840226014e-06
"hupB",33249.522119945,-0.362734159058131,0.0739550459672447,-4.90479255761384,9.35261280890985e-07,6.03998706090933e-06
"ydhU",95.6091021477027,-1.21882424566657,0.248484636857608,-4.90502858076094,9.34137363767569e-07,6.03998706090933e-06
"trpA",602.153856970572,0.863335205329574,0.176184531545043,4.90017595618975,9.57508622606178e-07,6.17407497894433e-06
"speE",8252.10123536167,0.728500360059466,0.14878005538325,4.89649206127048,9.75625877101653e-07,6.28115793013278e-06
"rplQ",123775.586499562,0.483324918693526,0.0988895368353678,4.88752333321339,1.02112396373051e-06,6.56391741136817e-06
"bax",10717.5844815201,0.557748087272276,0.114227888322638,4.88276633195659,1.04607806598609e-06,6.71394857474713e-06
"mglB",432.649552863871,-0.587498067621362,0.120762076311707,-4.86492188247023,1.14502022190928e-06,7.3376565530365e-06
"micF",46.1329675720768,1.28605507525251,0.264404266358858,4.86397248033447,1.15052917191185e-06,7.36161665535595e-06
"yddV",134.592557425238,1.32264235786384,0.272152881389369,4.85992413937202,1.17430741814923e-06,7.50221897401329e-06
"cadB",322.307967829717,-0.922795379527645,0.190555620790542,-4.84265631052668,1.28114779386501e-06,8.17222956239966e-06
"gpsA",10374.4009673672,-0.479503749921898,0.0990627223622042,-4.84040553790439,1.29574436492144e-06,8.25268118485186e-06
"valU",2679.01427458305,0.776977406638983,0.160546555995943,4.83957691785438,1.30115825967719e-06,8.27449113455263e-06
"lysY",5201.33944814387,0.806839043761373,0.16709153911197,4.82872471011653,1.37410214566813e-06,8.72502415852478e-06
"yceD",63818.9945959448,0.591549038290555,0.122566802282621,4.82633981856301,1.39065145324684e-06,8.81664541776467e-06
"yeeD",5111.60234848343,1.99871295423562,0.415426646070865,4.81122954711641,1.50004615054256e-06,9.49572593623515e-06
"lysV",2338.65484868971,0.906519289019319,0.18849712779596,4.80919417509953,1.51539948323169e-06,9.57833807106471e-06
"ybiJ",359.333516585535,0.553890162065065,0.115261352881587,4.805515016244,1.54353651951755e-06,9.74137842894306e-06
"ybfG",112.610033532901,0.95010173386972,0.198124990141301,4.7954664032645,1.62296770354407e-06,1.02271555743027e-05
"ybiT",8163.59635504792,0.42836390301998,0.0896897536391159,4.7760628794186,1.7876051684079e-06,1.12475792668812e-05
"ydgC",205.221411083884,0.668909309501449,0.14029486563073,4.76788160774238,1.86173128913203e-06,1.16962846397283e-05
"yfhD",1300.06192083016,0.617134275179056,0.129475014638774,4.76643526089428,1.87513943324986e-06,1.1762752493041e-05
"tatC",8989.89305558641,-0.466892419517982,0.0981018637075643,-4.75926146428533,1.94302601984066e-06,1.21702488200562e-05
"gcvP",8682.86088549919,-0.881047956852935,0.185395486957,-4.75226215758576,2.01153324602128e-06,1.25804011581992e-05
"xseA",5809.43394121473,0.374584184778222,0.0789334580301855,4.74556916833638,2.07920846309527e-06,1.2984126123143e-05
"lpd",38128.5939105347,0.763867102481879,0.161094645810273,4.74172868154485,2.11902287620726e-06,1.32129177543418e-05
"rseB",5470.09572023719,0.51281938727175,0.108345840848144,4.73317095753134,2.21039162561899e-06,1.37620041481278e-05
"ampD",776.536440432932,-0.528638089506775,0.111793988646545,-4.7286808164449,2.25983318811786e-06,1.40487985491512e-05
"aceA",2765.74106569219,0.827678190137844,0.175208707609082,4.72395579781642,2.31300711543059e-06,1.43579053627997e-05
"yaeH",2132.63376428353,-0.436709108345069,0.0926934218978621,-4.71132793895855,2.46107834318128e-06,1.52542843953665e-05
"miaB",8894.43700295726,0.436720547794166,0.0927488760644472,4.70863439348534,2.49381916462962e-06,1.54342171215693e-05
"kefA",7198.92569567515,0.38482535349283,0.0818348359695178,4.70246379715566,2.57040805916065e-06,1.58845870996273e-05
"yccU",2004.51292809899,-0.409906084540644,0.0871937171883765,-4.70109656702751,2.58768096777274e-06,1.59676040726511e-05
"yobH",596.758281933009,0.564743531225927,0.120192420213418,4.69866178102701,2.61871707130995e-06,1.61351767401157e-05
"tag",748.09349757942,-0.464021845982167,0.0987998681102684,-4.6965836580296,2.64548912230304e-06,1.62760196148792e-05
"yebZ",2318.78476339191,0.403972966332699,0.0861019072197177,4.69180044179309,2.70811214158067e-06,1.6636688917037e-05
"yajR",2310.92180561871,0.47173381341036,0.100680766840925,4.68544120403549,2.79357487989406e-06,1.71363981201761e-05
"elbB",1368.67918607118,-0.556802437974759,0.118967352418567,-4.68029612036535,2.86460858384329e-06,1.75462549340269e-05
"yfcH",3190.42962545886,0.380040789636852,0.081226820147973,4.67875990891336,2.886151549199e-06,1.76522121957627e-05
"glnG",2141.3643910386,-0.491166950689289,0.105020373229931,-4.67687302552174,2.91282490938389e-06,1.77891905993063e-05
"yfjM",103.812200229125,-0.887696821299142,0.189820771175792,-4.67649992042785,2.91812713148566e-06,1.77954409675203e-05
"yeaO",580.217461470584,-0.549566984235874,0.11762552951513,-4.67217436980961,2.98027776611714e-06,1.81478407456533e-05
"slp",941.404806697747,-0.5354089024081,0.11475934527666,-4.66549282864365,3.07878233952037e-06,1.87202569445398e-05
"torT",214.289189647545,-0.779656429786095,0.167214724407447,-4.66260631382155,3.1222969623746e-06,1.89571285642569e-05
"metK",9547.22176658814,0.530851471430626,0.114202596981792,4.64833099649446,3.34631633228718e-06,2.02876525160093e-05
"tehA",307.176487545678,-0.55499868635987,0.11943143186132,-4.64700688679942,3.36785926296653e-06,2.03885395555718e-05
"hybE",1414.96709471662,-0.725592188698572,0.156454382812574,-4.63772363327015,3.52267373996964e-06,2.12947675647292e-05
"yfhR",313.65471158421,0.577937169422822,0.124955063900084,4.62516004861517,3.74309255868478e-06,2.2594371482685e-05
"fucR",731.995555561431,-0.454713180066383,0.0984561279229322,-4.6184345216411,3.86645945222276e-06,2.33052244373833e-05
"wzc",344.032629039694,0.692515438537138,0.149971599096665,4.61764389196632,3.88121547144819e-06,2.33603113542012e-05
"aldB",166.910931624486,-0.838396900456015,0.181678881538711,-4.61471852620016,3.93628417111268e-06,2.36575229301411e-05
"lysW",9595.6388753639,0.794765448953899,0.172332951053944,4.61180200358269,3.99193145559159e-06,2.39573490964003e-05
"tadA",2140.7591165232,0.617787824326437,0.133984254805786,4.61089868523683,4.00931916584953e-06,2.40270294103288e-05
"fdnH",1902.37824506037,-0.79049136737926,0.171601112704143,-4.6065631797047,4.09378717504347e-06,2.44979292964112e-05
